Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Chemical_Name
Dextromet,Antidepressant,Syrup,189 mg,CSL Limited,Fever,Over-the-Counter,Dextromethorphan
Acetostatin,Antibiotic,Ointment,479 mg,GlaxoSmithKline plc,Virus,Prescription,Paracetamol
Clarivir,Analgesic,Inhaler,710 mg,AstraZeneca plc,Fever,Over-the-Counter,Clarithromycin
Metostatin,Antifungal,Ointment,335 mg,Pfizer Inc.,Wound,Over-the-Counter,Metformin
Acetoprofen,Antidepressant,Capsule,24 mg,Boehringer Ingelheim GmbH,Virus,Prescription,Ibuprofen
Metonazole,Antidiabetic,Inhaler,765 mg,Roche Holding AG,Infection,Prescription,Metronidazole
Ibupronazole,Antidiabetic,Ointment,259 mg,Pfizer Inc.,Fungus,Over-the-Counter,Ibuprofen
Dextroprofen,Antiseptic,Inhaler,22 mg,Bayer AG,Virus,Prescription,Ibuprofen
Acetostatin,Antiviral,Inhaler,322 mg,Sanofi S.A.,Infection,Prescription,Paracetamol
Ibupronazole,Antidiabetic,Injection,891 mg,Sanofi S.A.,Infection,Over-the-Counter,Ibuprofen
Acetostatin,Antidepressant,Drops,384 mg,Amgen Inc.,Fungus,Over-the-Counter,Paracetamol
Dextroprofen,Antidiabetic,Injection,777 mg,Pfizer Inc.,Fungus,Prescription,Ibuprofen
Ibuprostatin,Antifungal,Inhaler,491 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,Ibuprofen
Metomet,Antibiotic,Drops,46 mg,Johnson & Johnson,Pain,Prescription,Metformin
Cefvir,Antipyretic,Injection,923 mg,Biogen Inc.,Pain,Prescription,Cefixime
Acetomycin,Antipyretic,Tablet,686 mg,Amgen Inc.,Diabetes,Over-the-Counter,Amoxicillin
Acetovir,Antiseptic,Syrup,609 mg,Biogen Inc.,Virus,Prescription,Paracetamol
Dextronazole,Antidiabetic,Syrup,967 mg,CSL Limited,Fever,Prescription,Metronidazole
Dolovir,Antifungal,Injection,637 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,Paracetamol
Ibuprovir,Analgesic,Drops,13 mg,Novartis AG,Fungus,Over-the-Counter,Ibuprofen
Amoximet,Antiviral,Inhaler,127 mg,Amgen Inc.,Fever,Prescription,Amoxicillin
Amoximet,Antidiabetic,Tablet,88 mg,Novo Nordisk A/S,Fever,Over-the-Counter,Amoxicillin
Amoximet,Antipyretic,Cream,988 mg,Amgen Inc.,Pain,Prescription,Amoxicillin
Metomycin,Antibiotic,Inhaler,210 mg,Sanofi S.A.,Wound,Over-the-Counter,Metformin
Dextromet,Analgesic,Syrup,967 mg,AstraZeneca plc,Pain,Prescription,Dextromethorphan
Dextrocillin,Antipyretic,Inhaler,609 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,Amoxicillin
Metovir,Antidepressant,Tablet,504 mg,GlaxoSmithKline plc,Fungus,Prescription,Metformin
Ibupromycin,Antidiabetic,Ointment,60 mg,Novo Nordisk A/S,Pain,Prescription,Azithromycin
Acetonazole,Antiviral,Drops,621 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,Ketoconazole
Amoximet,Antiseptic,Capsule,774 mg,Eli Lilly and Company,Pain,Prescription,Amoxicillin
Clarinazole,Antipyretic,Drops,204 mg,Pfizer Inc.,Diabetes,Over-the-Counter,Clarithromycin
Amoxiphen,Antifungal,Inhaler,510 mg,Johnson & Johnson,Pain,Over-the-Counter,Amoxicillin
Claricillin,Antidiabetic,Inhaler,932 mg,Roche Holding AG,Infection,Over-the-Counter,Clarithromycin
Acetomycin,Analgesic,Injection,177 mg,Biogen Inc.,Diabetes,Over-the-Counter,Amoxicillin
Dextrostatin,Antiviral,Tablet,801 mg,AstraZeneca plc,Fungus,Prescription,Dextromethorphan
Ibupromycin,Antipyretic,Drops,318 mg,Bristol-Myers Squibb Company,Wound,Prescription,Azithromycin
Dextrovir,Antibiotic,Injection,366 mg,CSL Limited,Fever,Over-the-Counter,Dextromethorphan
Dolostatin,Antipyretic,Capsule,90 mg,Novo Nordisk A/S,Infection,Prescription,Ibuprofen
Amoxinazole,Antipyretic,Inhaler,509 mg,Bayer AG,Infection,Over-the-Counter,Amoxicillin
Ibupromet,Antifungal,Injection,840 mg,Sanofi S.A.,Wound,Prescription,Ibuprofen
Cefprofen,Antipyretic,Ointment,109 mg,Biogen Inc.,Wound,Over-the-Counter,Cefixime
Metocillin,Antiseptic,Inhaler,152 mg,"Merck & Co., Inc.",Fever,Prescription,Metformin
Dolophen,Antipyretic,Capsule,280 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter,Paracetamol
Ibupromet,Antidiabetic,Drops,837 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,Ibuprofen
Dextronazole,Antifungal,Cream,73 mg,Novartis AG,Wound,Over-the-Counter,Metronidazole
Ibupronazole,Antipyretic,Ointment,638 mg,Boehringer Ingelheim GmbH,Infection,Prescription,Ibuprofen
Acetocillin,Antidepressant,Inhaler,261 mg,Novo Nordisk A/S,Virus,Prescription,Paracetamol
Cefphen,Antibiotic,Injection,808 mg,Bristol-Myers Squibb Company,Diabetes,Prescription,Cefixime
Amoximet,Analgesic,Cream,207 mg,Bayer AG,Depression,Over-the-Counter,Amoxicillin
Amoxiprofen,Analgesic,Drops,583 mg,AbbVie Inc.,Virus,Over-the-Counter,Amoxicillin
Clarimet,Antifungal,Ointment,259 mg,Biogen Inc.,Infection,Prescription,Clarithromycin
Dolophen,Antidiabetic,Tablet,698 mg,Sanofi S.A.,Fever,Prescription,Paracetamol
Cefstatin,Antidiabetic,Ointment,933 mg,Roche Holding AG,Infection,Over-the-Counter,Cefixime
Metomet,Antipyretic,Drops,41 mg,Johnson & Johnson,Infection,Prescription,Metformin
Dolomet,Antidiabetic,Syrup,216 mg,Novo Nordisk A/S,Infection,Prescription,Paracetamol
Amoxistatin,Antipyretic,Ointment,625 mg,AstraZeneca plc,Pain,Over-the-Counter,Amoxicillin
Amoximet,Antifungal,Injection,873 mg,Amgen Inc.,Infection,Over-the-Counter,Amoxicillin
Clariphen,Analgesic,Cream,920 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,Clarithromycin
Dextronazole,Antifungal,Cream,124 mg,Amgen Inc.,Fungus,Prescription,Metronidazole
Acetonazole,Antidiabetic,Drops,4 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,Ketoconazole
Ibuprovir,Antipyretic,Inhaler,882 mg,Novo Nordisk A/S,Virus,Prescription,Ibuprofen
Dextronazole,Antifungal,Ointment,21 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription,Metronidazole
Metoprofen,Antiviral,Ointment,690 mg,AstraZeneca plc,Diabetes,Prescription,Metformin
Acetovir,Antiviral,Inhaler,615 mg,AstraZeneca plc,Infection,Over-the-Counter,Paracetamol
Dextromet,Antidepressant,Capsule,434 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription,Dextromethorphan
Amoxinazole,Antidiabetic,Inhaler,292 mg,Sanofi S.A.,Wound,Over-the-Counter,Amoxicillin
Dolovir,Analgesic,Syrup,61 mg,Biogen Inc.,Infection,Over-the-Counter,Paracetamol
Metocillin,Antibiotic,Inhaler,959 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,Metformin
Dextroprofen,Antiviral,Cream,417 mg,Sanofi S.A.,Fungus,Prescription,Ibuprofen
Acetonazole,Antiviral,Ointment,943 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter,Ketoconazole
Dolomet,Antibiotic,Injection,47 mg,Sanofi S.A.,Fever,Prescription,Paracetamol
Ibuprostatin,Antidepressant,Cream,446 mg,Novartis AG,Fever,Over-the-Counter,Ibuprofen
Ibuprophen,Analgesic,Cream,923 mg,CSL Limited,Pain,Over-the-Counter,Ibuprofen
Ibuproprofen,Antidepressant,Syrup,781 mg,Novartis AG,Infection,Over-the-Counter,Ibuprofen
Ibuproprofen,Antibiotic,Syrup,804 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,Ibuprofen
Amoxistatin,Antidepressant,Cream,917 mg,Pfizer Inc.,Wound,Prescription,Amoxicillin
Acetonazole,Analgesic,Syrup,107 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,Ketoconazole
Ibuprostatin,Analgesic,Drops,879 mg,Sanofi S.A.,Depression,Prescription,Ibuprofen
Dextroprofen,Antibiotic,Tablet,487 mg,Johnson & Johnson,Fungus,Over-the-Counter,Ibuprofen
Dolostatin,Antipyretic,Drops,832 mg,Eli Lilly and Company,Infection,Prescription,Ibuprofen
Ibupromet,Antibiotic,Drops,443 mg,Bayer AG,Infection,Prescription,Ibuprofen
Dolostatin,Antiseptic,Syrup,367 mg,Eli Lilly and Company,Diabetes,Over-the-Counter,Ibuprofen
Dextronazole,Antipyretic,Inhaler,949 mg,AbbVie Inc.,Wound,Over-the-Counter,Metronidazole
Metocillin,Antibiotic,Inhaler,28 mg,AstraZeneca plc,Virus,Over-the-Counter,Metformin
Dextrovir,Antipyretic,Injection,525 mg,Novartis AG,Virus,Prescription,Dextromethorphan
Cefvir,Antiviral,Inhaler,649 mg,Novo Nordisk A/S,Diabetes,Prescription,Cefixime
Clariphen,Antibiotic,Tablet,746 mg,AbbVie Inc.,Infection,Over-the-Counter,Clarithromycin
Metonazole,Antiseptic,Injection,336 mg,Pfizer Inc.,Fever,Prescription,Metronidazole
Cefnazole,Antifungal,Tablet,288 mg,Novartis AG,Diabetes,Over-the-Counter,Cefixime
Acetonazole,Antibiotic,Tablet,189 mg,AbbVie Inc.,Diabetes,Prescription,Ketoconazole
Dolocillin,Antidiabetic,Capsule,240 mg,AbbVie Inc.,Fungus,Prescription,Ibuprofen
Clarinazole,Antibiotic,Syrup,98 mg,Eli Lilly and Company,Depression,Over-the-Counter,Clarithromycin
Dolonazole,Antidepressant,Syrup,44 mg,Novo Nordisk A/S,Pain,Prescription,Metronidazole
Dextromycin,Antidiabetic,Inhaler,750 mg,CSL Limited,Pain,Prescription,Azithromycin
Ibuprocillin,Antipyretic,Ointment,972 mg,Novartis AG,Pain,Prescription,Ibuprofen
Amoxistatin,Antidepressant,Tablet,412 mg,Johnson & Johnson,Depression,Prescription,Amoxicillin
Acetophen,Antipyretic,Inhaler,889 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,Paracetamol
Clarinazole,Antiseptic,Tablet,598 mg,Biogen Inc.,Virus,Over-the-Counter,Clarithromycin
Dextrocillin,Antifungal,Injection,269 mg,Sanofi S.A.,Depression,Over-the-Counter,Amoxicillin
Acetophen,Antidepressant,Drops,23 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter,Paracetamol
Dolovir,Antifungal,Injection,341 mg,AbbVie Inc.,Fungus,Prescription,Paracetamol
Amoxinazole,Antipyretic,Drops,474 mg,Sanofi S.A.,Depression,Over-the-Counter,Amoxicillin
Ibupromycin,Antidiabetic,Drops,326 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,Azithromycin
Clarimycin,Antibiotic,Capsule,364 mg,Biogen Inc.,Wound,Prescription,Clarithromycin
Acetomet,Antifungal,Syrup,963 mg,Novo Nordisk A/S,Infection,Over-the-Counter,Paracetamol
Dextrostatin,Antidepressant,Cream,267 mg,Biogen Inc.,Diabetes,Prescription,Dextromethorphan
Cefphen,Antidiabetic,Ointment,761 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,Cefixime
Acetophen,Analgesic,Inhaler,404 mg,Bayer AG,Infection,Over-the-Counter,Paracetamol
Ibuprostatin,Antifungal,Injection,297 mg,AbbVie Inc.,Infection,Over-the-Counter,Ibuprofen
Claristatin,Antiviral,Drops,207 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,Clarithromycin
Amoxinazole,Antibiotic,Capsule,431 mg,Biogen Inc.,Fever,Prescription,Amoxicillin
Dolocillin,Antidiabetic,Cream,430 mg,AbbVie Inc.,Fever,Prescription,Ibuprofen
Dolomycin,Analgesic,Drops,301 mg,Novartis AG,Virus,Over-the-Counter,Amoxicillin
Acetomycin,Analgesic,Injection,679 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,Amoxicillin
Ibuprovir,Antibiotic,Capsule,571 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,Ibuprofen
Acetostatin,Analgesic,Drops,452 mg,Amgen Inc.,Pain,Prescription,Paracetamol
Dolomycin,Antiviral,Capsule,206 mg,CSL Limited,Fungus,Prescription,Amoxicillin
Dolomycin,Analgesic,Capsule,155 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,Amoxicillin
Amoxivir,Antidepressant,Syrup,690 mg,GlaxoSmithKline plc,Fungus,Prescription,Amoxicillin
Metomet,Antidiabetic,Syrup,486 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter,Metformin
Dolostatin,Analgesic,Injection,536 mg,GlaxoSmithKline plc,Virus,Over-the-Counter,Ibuprofen
Ibupronazole,Antibiotic,Tablet,191 mg,Eli Lilly and Company,Infection,Over-the-Counter,Ibuprofen
Metostatin,Antidiabetic,Ointment,862 mg,AstraZeneca plc,Fever,Over-the-Counter,Metformin
Metostatin,Analgesic,Ointment,659 mg,Novo Nordisk A/S,Fever,Over-the-Counter,Metformin
Dextromet,Analgesic,Capsule,559 mg,Novo Nordisk A/S,Virus,Prescription,Dextromethorphan
Dextroprofen,Antiseptic,Ointment,648 mg,Bristol-Myers Squibb Company,Pain,Prescription,Ibuprofen
Cefprofen,Antipyretic,Inhaler,8 mg,Eli Lilly and Company,Pain,Over-the-Counter,Cefixime
Acetonazole,Antiseptic,Drops,660 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,Ketoconazole
Dolomet,Antibiotic,Capsule,680 mg,Amgen Inc.,Fungus,Over-the-Counter,Paracetamol
Dextromycin,Antiseptic,Inhaler,203 mg,Bristol-Myers Squibb Company,Virus,Prescription,Azithromycin
Cefvir,Antiviral,Injection,4 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter,Cefixime
Acetomet,Analgesic,Cream,338 mg,GlaxoSmithKline plc,Fungus,Prescription,Paracetamol
Acetomet,Antipyretic,Cream,809 mg,Amgen Inc.,Virus,Over-the-Counter,Paracetamol
Ibuprovir,Antifungal,Inhaler,278 mg,Novo Nordisk A/S,Infection,Prescription,Ibuprofen
Dolostatin,Analgesic,Ointment,271 mg,Roche Holding AG,Fever,Over-the-Counter,Ibuprofen
Metocillin,Antiseptic,Syrup,711 mg,Roche Holding AG,Wound,Prescription,Metformin
Clarinazole,Antiviral,Syrup,178 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Clarithromycin
Dolostatin,Antidepressant,Capsule,746 mg,AbbVie Inc.,Pain,Over-the-Counter,Ibuprofen
Clarinazole,Antipyretic,Ointment,391 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,Clarithromycin
Ibupromycin,Antidepressant,Ointment,638 mg,Sanofi S.A.,Fever,Over-the-Counter,Azithromycin
Acetovir,Antidiabetic,Inhaler,798 mg,Amgen Inc.,Depression,Over-the-Counter,Paracetamol
Amoximycin,Antifungal,Inhaler,117 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter,Amoxicillin
Clarimycin,Antiseptic,Injection,925 mg,"Merck & Co., Inc.",Virus,Prescription,Clarithromycin
Amoxicillin,Antidiabetic,Tablet,956 mg,Novartis AG,Fever,Over-the-Counter,Amoxicillin
Cefmycin,Antibiotic,Injection,413 mg,AstraZeneca plc,Pain,Prescription,Ceftriaxone
Metoprofen,Antiseptic,Syrup,563 mg,Johnson & Johnson,Diabetes,Over-the-Counter,Metformin
Acetonazole,Antiviral,Ointment,325 mg,Eli Lilly and Company,Depression,Over-the-Counter,Ketoconazole
Metomet,Antiviral,Injection,681 mg,Novartis AG,Infection,Over-the-Counter,Metformin
Amoximycin,Antiviral,Syrup,290 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,Amoxicillin
Amoxicillin,Antifungal,Injection,100 mg,Johnson & Johnson,Wound,Prescription,Amoxicillin
Amoximet,Antidiabetic,Syrup,683 mg,"Merck & Co., Inc.",Fungus,Prescription,Amoxicillin
Dolomet,Antipyretic,Syrup,542 mg,Bristol-Myers Squibb Company,Diabetes,Prescription,Paracetamol
Cefmet,Antifungal,Tablet,306 mg,Roche Holding AG,Wound,Prescription,Cefixime
Dextronazole,Antipyretic,Syrup,851 mg,AbbVie Inc.,Wound,Prescription,Metronidazole
Amoxiphen,Antidiabetic,Injection,931 mg,Biogen Inc.,Fungus,Over-the-Counter,Amoxicillin
Ibupronazole,Analgesic,Tablet,135 mg,Novartis AG,Diabetes,Over-the-Counter,Ibuprofen
Clarivir,Antibiotic,Capsule,535 mg,Johnson & Johnson,Pain,Prescription,Clarithromycin
Amoxivir,Antidiabetic,Capsule,246 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,Amoxicillin
Metophen,Antipyretic,Inhaler,862 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,Metformin
Acetostatin,Antiseptic,Cream,795 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,Paracetamol
Clarimycin,Antifungal,Capsule,823 mg,Novartis AG,Depression,Over-the-Counter,Clarithromycin
Dolomet,Antipyretic,Drops,27 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,Paracetamol
Metomet,Antipyretic,Drops,510 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,Metformin
Doloprofen,Antifungal,Drops,757 mg,Bristol-Myers Squibb Company,Fungus,Prescription,Ibuprofen
Acetophen,Antidepressant,Cream,385 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter,Paracetamol
Metostatin,Antiviral,Ointment,889 mg,Bayer AG,Infection,Over-the-Counter,Metformin
Dextromycin,Analgesic,Ointment,484 mg,Biogen Inc.,Pain,Over-the-Counter,Azithromycin
Acetostatin,Antifungal,Ointment,734 mg,Eli Lilly and Company,Virus,Over-the-Counter,Paracetamol
Metophen,Antibiotic,Cream,614 mg,AstraZeneca plc,Depression,Over-the-Counter,Metformin
Amoxinazole,Antidiabetic,Cream,767 mg,Biogen Inc.,Fever,Over-the-Counter,Amoxicillin
Metomycin,Antidepressant,Injection,975 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,Metformin
Metomycin,Antipyretic,Cream,965 mg,Johnson & Johnson,Fever,Prescription,Metformin
Dolomycin,Antiseptic,Ointment,611 mg,"Merck & Co., Inc.",Wound,Prescription,Amoxicillin
Acetocillin,Antiseptic,Ointment,601 mg,Eli Lilly and Company,Fever,Prescription,Paracetamol
Dextrocillin,Antifungal,Inhaler,174 mg,Amgen Inc.,Virus,Over-the-Counter,Amoxicillin
Amoxivir,Antipyretic,Ointment,245 mg,Amgen Inc.,Virus,Prescription,Amoxicillin
Amoxinazole,Analgesic,Tablet,944 mg,Sanofi S.A.,Virus,Prescription,Amoxicillin
Clarivir,Analgesic,Syrup,628 mg,Boehringer Ingelheim GmbH,Depression,Prescription,Clarithromycin
Acetocillin,Antidepressant,Drops,714 mg,AbbVie Inc.,Infection,Prescription,Paracetamol
Ibupronazole,Antifungal,Inhaler,632 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,Ibuprofen
Amoximet,Analgesic,Tablet,241 mg,Novo Nordisk A/S,Fever,Prescription,Amoxicillin
Cefvir,Antibiotic,Drops,266 mg,Boehringer Ingelheim GmbH,Pain,Prescription,Cefixime
Cefstatin,Antidepressant,Inhaler,157 mg,"Merck & Co., Inc.",Depression,Prescription,Cefixime
Amoximet,Antidiabetic,Inhaler,803 mg,CSL Limited,Diabetes,Over-the-Counter,Amoxicillin
Dextrophen,Antiseptic,Cream,291 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter,Dextromethorphan
Acetomycin,Antibiotic,Capsule,531 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter,Amoxicillin
Acetonazole,Antiviral,Injection,929 mg,Eli Lilly and Company,Infection,Prescription,Ketoconazole
Claristatin,Antibiotic,Syrup,677 mg,Bayer AG,Virus,Over-the-Counter,Clarithromycin
Metomet,Antibiotic,Tablet,569 mg,GlaxoSmithKline plc,Fungus,Prescription,Metformin
Clarimet,Antibiotic,Inhaler,107 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription,Clarithromycin
Amoximycin,Analgesic,Syrup,777 mg,AstraZeneca plc,Diabetes,Over-the-Counter,Amoxicillin
Acetomet,Antiseptic,Tablet,982 mg,AbbVie Inc.,Fever,Over-the-Counter,Paracetamol
Cefnazole,Antipyretic,Capsule,17 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,Cefixime
Cefcillin,Antifungal,Injection,123 mg,Eli Lilly and Company,Depression,Prescription,Cefixime
Acetoprofen,Antipyretic,Drops,609 mg,"Merck & Co., Inc.",Diabetes,Prescription,Ibuprofen
Cefphen,Antiviral,Tablet,733 mg,"Gilead Sciences, Inc.",Depression,Prescription,Cefixime
Cefnazole,Analgesic,Inhaler,518 mg,Sanofi S.A.,Pain,Prescription,Cefixime
Clarimet,Antiseptic,Inhaler,301 mg,AbbVie Inc.,Virus,Prescription,Clarithromycin
Dextrostatin,Antidepressant,Ointment,111 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,Dextromethorphan
Cefprofen,Antifungal,Inhaler,62 mg,Pfizer Inc.,Fever,Prescription,Cefixime
Amoximet,Antipyretic,Injection,813 mg,Novartis AG,Diabetes,Prescription,Amoxicillin
Ibuprophen,Antidiabetic,Injection,391 mg,Bristol-Myers Squibb Company,Fever,Prescription,Ibuprofen
Cefphen,Analgesic,Drops,667 mg,Novartis AG,Fever,Over-the-Counter,Cefixime
Ibuprostatin,Antipyretic,Drops,670 mg,Sanofi S.A.,Diabetes,Over-the-Counter,Ibuprofen
Amoxicillin,Antipyretic,Tablet,880 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,Amoxicillin
Dolomet,Antiviral,Inhaler,62 mg,Amgen Inc.,Fever,Prescription,Paracetamol
Dextrophen,Analgesic,Syrup,883 mg,"Gilead Sciences, Inc.",Fungus,Prescription,Dextromethorphan
Clarinazole,Antifungal,Syrup,448 mg,Novartis AG,Depression,Over-the-Counter,Clarithromycin
Ibupromycin,Antifungal,Syrup,814 mg,Novo Nordisk A/S,Diabetes,Prescription,Azithromycin
Dolocillin,Antifungal,Drops,512 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription,Ibuprofen
Amoxinazole,Antifungal,Injection,882 mg,Eli Lilly and Company,Fever,Prescription,Amoxicillin
Cefnazole,Antibiotic,Injection,124 mg,AstraZeneca plc,Fever,Prescription,Cefixime
Acetocillin,Antiviral,Drops,974 mg,GlaxoSmithKline plc,Wound,Prescription,Paracetamol
Metomycin,Antipyretic,Syrup,769 mg,Pfizer Inc.,Wound,Prescription,Metformin
Dolonazole,Antipyretic,Tablet,822 mg,Novartis AG,Diabetes,Prescription,Metronidazole
Clariprofen,Analgesic,Tablet,917 mg,Boehringer Ingelheim GmbH,Virus,Prescription,Clarithromycin
Amoxinazole,Antifungal,Injection,313 mg,Johnson & Johnson,Fungus,Over-the-Counter,Amoxicillin
Dextroprofen,Antibiotic,Ointment,967 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter,Ibuprofen
Dolonazole,Antipyretic,Injection,90 mg,Novo Nordisk A/S,Pain,Prescription,Metronidazole
Amoxinazole,Antidiabetic,Inhaler,561 mg,Novartis AG,Fungus,Over-the-Counter,Amoxicillin
Dextromycin,Antifungal,Ointment,686 mg,Johnson & Johnson,Fever,Prescription,Azithromycin
Cefstatin,Antiseptic,Capsule,432 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,Cefixime
Cefvir,Antidiabetic,Cream,311 mg,Roche Holding AG,Infection,Prescription,Cefixime
Dextrovir,Antibiotic,Inhaler,954 mg,Pfizer Inc.,Depression,Prescription,Dextromethorphan
Acetostatin,Antidiabetic,Cream,315 mg,Eli Lilly and Company,Fungus,Prescription,Paracetamol
Ibupromycin,Antidepressant,Ointment,929 mg,Amgen Inc.,Fever,Prescription,Azithromycin
Dextrocillin,Analgesic,Injection,303 mg,Sanofi S.A.,Depression,Prescription,Amoxicillin
Acetoprofen,Analgesic,Cream,481 mg,Sanofi S.A.,Depression,Prescription,Ibuprofen
Dolostatin,Antiviral,Capsule,448 mg,Johnson & Johnson,Fever,Prescription,Ibuprofen
Ibuprophen,Antiseptic,Syrup,367 mg,Eli Lilly and Company,Pain,Over-the-Counter,Ibuprofen
Clarinazole,Antibiotic,Cream,83 mg,Biogen Inc.,Wound,Prescription,Clarithromycin
Ibuproprofen,Antipyretic,Inhaler,596 mg,Roche Holding AG,Pain,Over-the-Counter,Ibuprofen
Dolomycin,Antidepressant,Syrup,958 mg,Sanofi S.A.,Pain,Prescription,Amoxicillin
Acetovir,Analgesic,Drops,882 mg,Pfizer Inc.,Fever,Over-the-Counter,Paracetamol
Amoxistatin,Analgesic,Ointment,311 mg,Novo Nordisk A/S,Depression,Over-the-Counter,Amoxicillin
Claricillin,Analgesic,Syrup,954 mg,Boehringer Ingelheim GmbH,Depression,Prescription,Clarithromycin
Dolovir,Antipyretic,Drops,186 mg,AstraZeneca plc,Infection,Prescription,Paracetamol
Amoxiprofen,Analgesic,Inhaler,781 mg,GlaxoSmithKline plc,Infection,Prescription,Amoxicillin
Dolomet,Antidepressant,Cream,844 mg,Amgen Inc.,Infection,Over-the-Counter,Paracetamol
Dextrostatin,Antiseptic,Cream,621 mg,"Merck & Co., Inc.",Fungus,Prescription,Dextromethorphan
Acetocillin,Analgesic,Injection,78 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription,Paracetamol
Amoximycin,Antiviral,Drops,685 mg,"Merck & Co., Inc.",Virus,Over-the-Counter,Amoxicillin
Cefvir,Antiseptic,Syrup,510 mg,Novartis AG,Infection,Prescription,Cefixime
Cefvir,Antiseptic,Syrup,686 mg,"Gilead Sciences, Inc.",Wound,Prescription,Cefixime
Doloprofen,Antiviral,Ointment,51 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription,Ibuprofen
