Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Amoxistatin,Analgesic,Tablet,388 mg,Roche Holding AG,Infection,Over-the-Counter
Metophen,Analgesic,Capsule,593 mg,GlaxoSmithKline plc,Diabetes,Prescription
Ibupromet,Antibiotic,Tablet,10 mg,Bayer AG,Wound,Prescription
Dextroprofen,Antipyretic,Injection,77 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Metocillin,Antiseptic,Inhaler,553 mg,Eli Lilly and Company,Depression,Prescription
Amoxiprofen,Antibiotic,Tablet,578 mg,Amgen Inc.,Fungus,Over-the-Counter
Clarimycin,Antiviral,Syrup,66 mg,"Gilead Sciences, Inc.",Fever,Prescription
Cefphen,Antibiotic,Injection,338 mg,Amgen Inc.,Pain,Over-the-Counter
Metomycin,Antipyretic,Cream,228 mg,Biogen Inc.,Depression,Over-the-Counter
Dextrocillin,Antifungal,Syrup,189 mg,Johnson & Johnson,Pain,Over-the-Counter
Metomet,Antidiabetic,Cream,92 mg,Sanofi S.A.,Infection,Over-the-Counter
Clarinazole,Antiviral,Capsule,472 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Clariphen,Antipyretic,Injection,187 mg,Sanofi S.A.,Infection,Prescription
Amoxistatin,Antiviral,Inhaler,290 mg,CSL Limited,Fungus,Prescription
Ibupronazole,Antidepressant,Cream,752 mg,Novartis AG,Depression,Prescription
Amoximycin,Antidiabetic,Drops,663 mg,AbbVie Inc.,Wound,Prescription
Cefcillin,Antifungal,Inhaler,870 mg,Roche Holding AG,Fungus,Prescription
Amoxivir,Antiseptic,Cream,521 mg,Johnson & Johnson,Infection,Prescription
Acetophen,Antipyretic,Inhaler,851 mg,Sanofi S.A.,Fever,Prescription
Clariphen,Antipyretic,Ointment,313 mg,"Merck & Co., Inc.",Infection,Prescription
Cefmet,Antiviral,Syrup,518 mg,Pfizer Inc.,Pain,Prescription
Amoxicillin,Antipyretic,Tablet,693 mg,CSL Limited,Fungus,Over-the-Counter
Acetocillin,Antiviral,Inhaler,923 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Clarivir,Antidepressant,Capsule,762 mg,Johnson & Johnson,Infection,Over-the-Counter
Amoximet,Antiviral,Injection,510 mg,GlaxoSmithKline plc,Diabetes,Prescription
Metoprofen,Antibiotic,Injection,292 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Amoximet,Antibiotic,Tablet,302 mg,Novartis AG,Infection,Prescription
Ibupromycin,Antipyretic,Drops,212 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Acetocillin,Antiviral,Cream,123 mg,Eli Lilly and Company,Wound,Over-the-Counter
Ibuprophen,Antiseptic,Capsule,660 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Acetocillin,Antifungal,Tablet,759 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Ibupromet,Antiviral,Injection,128 mg,Pfizer Inc.,Fever,Prescription
Amoxicillin,Analgesic,Injection,49 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Metoprofen,Antiseptic,Capsule,110 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Ibupronazole,Analgesic,Injection,966 mg,Novo Nordisk A/S,Fever,Prescription
Cefphen,Antifungal,Injection,884 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Metonazole,Antidepressant,Tablet,687 mg,GlaxoSmithKline plc,Diabetes,Prescription
Amoxiphen,Antipyretic,Capsule,708 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Metoprofen,Antibiotic,Tablet,845 mg,Amgen Inc.,Wound,Prescription
Dolomycin,Antiseptic,Tablet,694 mg,Novo Nordisk A/S,Fever,Prescription
Acetostatin,Antipyretic,Tablet,571 mg,Sanofi S.A.,Wound,Prescription
Cefprofen,Antipyretic,Inhaler,77 mg,AstraZeneca plc,Depression,Over-the-Counter
Claricillin,Antipyretic,Cream,640 mg,Novartis AG,Diabetes,Prescription
Clariprofen,Antidepressant,Ointment,627 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Cefmet,Antiseptic,Cream,500 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dolostatin,Antidepressant,Capsule,526 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Ibuprovir,Antipyretic,Ointment,741 mg,Biogen Inc.,Virus,Prescription
Acetoprofen,Antifungal,Inhaler,184 mg,AbbVie Inc.,Virus,Over-the-Counter
Dextrophen,Antibiotic,Drops,246 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Ibuproprofen,Antiviral,Drops,256 mg,Bayer AG,Pain,Prescription
Ibuprocillin,Antibiotic,Ointment,222 mg,Amgen Inc.,Fever,Over-the-Counter
Cefstatin,Antipyretic,Ointment,14 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Acetostatin,Antiseptic,Capsule,685 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Dextrostatin,Antipyretic,Tablet,944 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Amoximycin,Antiseptic,Ointment,762 mg,CSL Limited,Pain,Prescription
Dolomet,Antipyretic,Cream,508 mg,AbbVie Inc.,Fever,Prescription
Dextrostatin,Antidiabetic,Ointment,768 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Acetocillin,Antidepressant,Tablet,592 mg,Amgen Inc.,Diabetes,Over-the-Counter
Cefprofen,Antiviral,Syrup,970 mg,AstraZeneca plc,Fever,Over-the-Counter
Acetomet,Antiviral,Cream,462 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Acetocillin,Antiseptic,Tablet,255 mg,Roche Holding AG,Depression,Over-the-Counter
Dolomet,Antidepressant,Cream,756 mg,Bristol-Myers Squibb Company,Fever,Prescription
Metonazole,Antidepressant,Syrup,112 mg,Sanofi S.A.,Fungus,Prescription
Cefmycin,Analgesic,Syrup,358 mg,Bristol-Myers Squibb Company,Pain,Prescription
Clarimycin,Antidepressant,Syrup,968 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dolovir,Antidepressant,Tablet,947 mg,Eli Lilly and Company,Infection,Prescription
Ibuprophen,Antipyretic,Inhaler,824 mg,Bayer AG,Infection,Prescription
Dextromet,Analgesic,Cream,519 mg,Bayer AG,Pain,Prescription
Clarimet,Antibiotic,Drops,265 mg,"Merck & Co., Inc.",Pain,Prescription
Dextrostatin,Antifungal,Cream,48 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Ibuproprofen,Analgesic,Cream,739 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Amoxivir,Antidiabetic,Injection,19 mg,Biogen Inc.,Fungus,Over-the-Counter
Ibuproprofen,Antipyretic,Syrup,575 mg,Johnson & Johnson,Diabetes,Prescription
Metostatin,Analgesic,Drops,196 mg,Sanofi S.A.,Pain,Over-the-Counter
Cefstatin,Antifungal,Ointment,33 mg,Johnson & Johnson,Fungus,Prescription
Metovir,Antidiabetic,Inhaler,463 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription
Acetonazole,Antiviral,Injection,501 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Metomycin,Antifungal,Syrup,509 mg,Pfizer Inc.,Depression,Prescription
Clarimet,Antidiabetic,Injection,161 mg,Sanofi S.A.,Depression,Over-the-Counter
Acetomet,Antiseptic,Injection,980 mg,Pfizer Inc.,Pain,Over-the-Counter
Amoxiphen,Antibiotic,Cream,803 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Ibuprocillin,Antifungal,Inhaler,20 mg,Eli Lilly and Company,Depression,Prescription
Acetophen,Analgesic,Inhaler,227 mg,Novartis AG,Pain,Over-the-Counter
Acetocillin,Analgesic,Inhaler,330 mg,GlaxoSmithKline plc,Depression,Prescription
Metocillin,Antifungal,Cream,846 mg,Johnson & Johnson,Pain,Prescription
Acetophen,Analgesic,Injection,264 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Amoximet,Antidepressant,Capsule,760 mg,AbbVie Inc.,Infection,Over-the-Counter
Ibupromet,Antidiabetic,Ointment,821 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Claricillin,Antidepressant,Injection,773 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Ibuprocillin,Antidepressant,Ointment,901 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Cefprofen,Antipyretic,Drops,809 mg,AbbVie Inc.,Fungus,Over-the-Counter
Dolovir,Antidiabetic,Ointment,10 mg,Pfizer Inc.,Depression,Over-the-Counter
Acetophen,Antiseptic,Capsule,434 mg,GlaxoSmithKline plc,Wound,Prescription
Dolovir,Antidepressant,Capsule,209 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Amoximycin,Antiviral,Drops,346 mg,"Merck & Co., Inc.",Wound,Prescription
Amoxistatin,Antiseptic,Ointment,719 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Acetonazole,Antifungal,Capsule,168 mg,Amgen Inc.,Wound,Prescription
Metostatin,Antifungal,Cream,151 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Amoxinazole,Analgesic,Ointment,35 mg,Pfizer Inc.,Depression,Prescription
Ibuprocillin,Antiseptic,Tablet,382 mg,Sanofi S.A.,Diabetes,Prescription
Clarivir,Antifungal,Capsule,100 mg,Pfizer Inc.,Depression,Prescription
Doloprofen,Antipyretic,Capsule,36 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dolovir,Antidepressant,Ointment,844 mg,Novartis AG,Depression,Prescription
Acetostatin,Antidepressant,Cream,214 mg,AbbVie Inc.,Infection,Prescription
Acetomycin,Antifungal,Tablet,237 mg,Johnson & Johnson,Diabetes,Prescription
Acetomet,Antiseptic,Tablet,504 mg,Novo Nordisk A/S,Wound,Prescription
Ibuproprofen,Antifungal,Injection,329 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Ibuprocillin,Antiviral,Cream,703 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Amoximycin,Antibiotic,Capsule,308 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Dextromet,Antibiotic,Injection,277 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Metomet,Antiviral,Ointment,914 mg,Novo Nordisk A/S,Pain,Prescription
Cefstatin,Antidepressant,Syrup,747 mg,AstraZeneca plc,Fungus,Prescription
Dolomet,Antiviral,Drops,17 mg,Pfizer Inc.,Fever,Prescription
Clarimet,Antibiotic,Drops,370 mg,Bayer AG,Virus,Over-the-Counter
Ibuproprofen,Antidiabetic,Capsule,920 mg,Johnson & Johnson,Fever,Over-the-Counter
Metovir,Antifungal,Cream,810 mg,Sanofi S.A.,Diabetes,Prescription
Claricillin,Antidiabetic,Syrup,733 mg,AstraZeneca plc,Wound,Over-the-Counter
Cefvir,Antidiabetic,Ointment,836 mg,Biogen Inc.,Infection,Over-the-Counter
Claricillin,Antidiabetic,Syrup,292 mg,Bristol-Myers Squibb Company,Infection,Prescription
Dextroprofen,Analgesic,Inhaler,120 mg,Pfizer Inc.,Wound,Over-the-Counter
Clarivir,Antifungal,Drops,384 mg,Novo Nordisk A/S,Wound,Prescription
Cefprofen,Antidepressant,Capsule,310 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Clarivir,Antiseptic,Tablet,455 mg,"Merck & Co., Inc.",Wound,Prescription
Acetocillin,Antiviral,Cream,923 mg,Eli Lilly and Company,Fever,Over-the-Counter
Clarimycin,Antiseptic,Tablet,728 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription
Metonazole,Antipyretic,Capsule,648 mg,Sanofi S.A.,Wound,Prescription
Dolophen,Antipyretic,Tablet,875 mg,Amgen Inc.,Pain,Over-the-Counter
Amoxiphen,Antibiotic,Capsule,905 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Cefstatin,Antidiabetic,Inhaler,854 mg,Novartis AG,Pain,Over-the-Counter
Acetoprofen,Analgesic,Inhaler,93 mg,Johnson & Johnson,Depression,Prescription
Dolocillin,Antiseptic,Ointment,244 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Cefvir,Antidiabetic,Injection,233 mg,Novartis AG,Wound,Over-the-Counter
Dolovir,Antibiotic,Capsule,241 mg,Eli Lilly and Company,Pain,Prescription
Amoxicillin,Antidepressant,Drops,355 mg,Biogen Inc.,Infection,Prescription
Amoxistatin,Analgesic,Syrup,695 mg,CSL Limited,Fungus,Prescription
Metophen,Antidiabetic,Ointment,588 mg,Sanofi S.A.,Infection,Prescription
Dolostatin,Antifungal,Capsule,618 mg,Bristol-Myers Squibb Company,Depression,Prescription
Dextrovir,Antidiabetic,Inhaler,460 mg,"Merck & Co., Inc.",Wound,Prescription
Amoxivir,Antibiotic,Syrup,867 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Ibupronazole,Antidepressant,Ointment,357 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Metonazole,Antipyretic,Injection,810 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Ibuprostatin,Antifungal,Drops,61 mg,Sanofi S.A.,Wound,Prescription
Claristatin,Analgesic,Injection,772 mg,AbbVie Inc.,Depression,Over-the-Counter
Ibuprostatin,Antidiabetic,Syrup,497 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Amoxiphen,Antiviral,Drops,295 mg,Novartis AG,Infection,Over-the-Counter
Cefphen,Antifungal,Cream,462 mg,Amgen Inc.,Depression,Over-the-Counter
Cefstatin,Antibiotic,Cream,26 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Dolomet,Antipyretic,Inhaler,109 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Cefvir,Antidiabetic,Tablet,819 mg,Bayer AG,Pain,Prescription
Amoxiphen,Antiviral,Syrup,165 mg,Novartis AG,Wound,Prescription
Dolocillin,Analgesic,Tablet,745 mg,Johnson & Johnson,Diabetes,Prescription
Acetomycin,Antiseptic,Syrup,393 mg,Pfizer Inc.,Fever,Prescription
Metophen,Antibiotic,Cream,123 mg,Eli Lilly and Company,Wound,Prescription
Metostatin,Antiviral,Ointment,96 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Acetoprofen,Antibiotic,Cream,67 mg,Eli Lilly and Company,Fungus,Prescription
Dolonazole,Antidepressant,Inhaler,129 mg,GlaxoSmithKline plc,Infection,Prescription
Clarivir,Analgesic,Ointment,34 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Acetovir,Antibiotic,Injection,170 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Dextrophen,Antifungal,Capsule,395 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Clariphen,Antipyretic,Inhaler,246 mg,AstraZeneca plc,Infection,Prescription
Acetocillin,Antiseptic,Ointment,934 mg,AbbVie Inc.,Diabetes,Prescription
Acetovir,Antidiabetic,Syrup,674 mg,Roche Holding AG,Diabetes,Over-the-Counter
Ibupromet,Analgesic,Inhaler,959 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Cefphen,Analgesic,Tablet,446 mg,AstraZeneca plc,Wound,Prescription
Amoxinazole,Antiseptic,Inhaler,507 mg,Pfizer Inc.,Depression,Prescription
Dextromycin,Antiseptic,Inhaler,530 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Amoximycin,Antibiotic,Capsule,820 mg,AstraZeneca plc,Infection,Over-the-Counter
Acetocillin,Antidiabetic,Tablet,985 mg,CSL Limited,Diabetes,Over-the-Counter
Dolonazole,Antidepressant,Injection,985 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Cefvir,Antiviral,Ointment,480 mg,Eli Lilly and Company,Pain,Prescription
Ibuprophen,Antibiotic,Drops,270 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Dextromet,Analgesic,Syrup,97 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Acetovir,Antiseptic,Ointment,713 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Dolonazole,Antiseptic,Inhaler,215 mg,Johnson & Johnson,Fungus,Over-the-Counter
Ibupronazole,Antidiabetic,Drops,953 mg,Eli Lilly and Company,Infection,Prescription
Acetomet,Antiviral,Ointment,610 mg,Roche Holding AG,Depression,Prescription
Dextroprofen,Antiseptic,Tablet,907 mg,Roche Holding AG,Infection,Prescription
Cefstatin,Antipyretic,Ointment,466 mg,Pfizer Inc.,Wound,Over-the-Counter
Ibuproprofen,Antipyretic,Drops,235 mg,Johnson & Johnson,Fever,Over-the-Counter
Clariphen,Analgesic,Ointment,730 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Cefprofen,Analgesic,Syrup,799 mg,Novo Nordisk A/S,Pain,Prescription
Dextrovir,Antidiabetic,Capsule,647 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Acetocillin,Antidepressant,Syrup,41 mg,CSL Limited,Wound,Over-the-Counter
Cefnazole,Antiseptic,Tablet,179 mg,Bayer AG,Virus,Prescription
Amoxiprofen,Antidepressant,Drops,903 mg,Biogen Inc.,Depression,Over-the-Counter
Metophen,Antidiabetic,Syrup,714 mg,Johnson & Johnson,Wound,Over-the-Counter
Dolomet,Antiviral,Syrup,879 mg,Novartis AG,Fever,Over-the-Counter
Cefcillin,Antibiotic,Syrup,179 mg,Amgen Inc.,Depression,Prescription
Dextrocillin,Antidiabetic,Ointment,124 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Amoxivir,Antibiotic,Tablet,267 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Ibuprophen,Antiviral,Tablet,990 mg,Biogen Inc.,Diabetes,Prescription
Metoprofen,Antiviral,Syrup,958 mg,Amgen Inc.,Fever,Over-the-Counter
Acetocillin,Antifungal,Syrup,365 mg,Bayer AG,Diabetes,Prescription
Amoxiphen,Antibiotic,Ointment,183 mg,"Gilead Sciences, Inc.",Infection,Prescription
Dextrostatin,Antiviral,Capsule,169 mg,Amgen Inc.,Diabetes,Prescription
Acetocillin,Antidepressant,Syrup,534 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Acetomycin,Antipyretic,Tablet,764 mg,Pfizer Inc.,Depression,Prescription
Amoximycin,Analgesic,Capsule,844 mg,Bayer AG,Infection,Over-the-Counter
Dextromycin,Antiviral,Capsule,833 mg,Bayer AG,Wound,Prescription
Ibuprostatin,Antipyretic,Drops,62 mg,Johnson & Johnson,Depression,Over-the-Counter
Ibupromet,Antiviral,Syrup,463 mg,AbbVie Inc.,Infection,Prescription
Metoprofen,Antiviral,Drops,74 mg,Roche Holding AG,Infection,Prescription
Amoxicillin,Antifungal,Drops,220 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Acetophen,Antidepressant,Inhaler,220 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Dextrovir,Analgesic,Tablet,429 mg,Amgen Inc.,Pain,Over-the-Counter
Claricillin,Antiviral,Ointment,777 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Acetoprofen,Antiviral,Ointment,774 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Dolomet,Antidiabetic,Injection,21 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Amoxivir,Antipyretic,Ointment,598 mg,Roche Holding AG,Pain,Over-the-Counter
Acetomycin,Antidepressant,Inhaler,581 mg,Johnson & Johnson,Wound,Over-the-Counter
Ibuprostatin,Antidepressant,Injection,832 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Cefprofen,Antibiotic,Drops,107 mg,Sanofi S.A.,Infection,Over-the-Counter
Ibuprovir,Antidiabetic,Tablet,322 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Metovir,Antipyretic,Drops,603 mg,CSL Limited,Infection,Prescription
Amoxinazole,Antibiotic,Injection,555 mg,Sanofi S.A.,Wound,Over-the-Counter
Metomet,Antidiabetic,Injection,5 mg,Johnson & Johnson,Virus,Over-the-Counter
Metomycin,Antifungal,Cream,416 mg,Pfizer Inc.,Infection,Prescription
Amoxinazole,Antidiabetic,Tablet,885 mg,Novartis AG,Wound,Over-the-Counter
Dextronazole,Antiseptic,Tablet,201 mg,Pfizer Inc.,Pain,Over-the-Counter
Cefmycin,Antipyretic,Ointment,133 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Metostatin,Antiseptic,Injection,613 mg,Roche Holding AG,Fever,Prescription
Cefnazole,Antiviral,Injection,376 mg,AbbVie Inc.,Pain,Prescription
Acetophen,Antidepressant,Tablet,901 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Metostatin,Antipyretic,Cream,706 mg,Sanofi S.A.,Virus,Prescription
Clarivir,Antibiotic,Syrup,228 mg,Eli Lilly and Company,Depression,Over-the-Counter
Ibupromet,Antiseptic,Capsule,504 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Ibuprocillin,Antidiabetic,Tablet,860 mg,Amgen Inc.,Infection,Over-the-Counter
Metophen,Analgesic,Cream,679 mg,Pfizer Inc.,Infection,Prescription
Dextromycin,Antiseptic,Cream,247 mg,Novo Nordisk A/S,Pain,Prescription
Clarinazole,Antidepressant,Drops,682 mg,AstraZeneca plc,Pain,Prescription
Amoxistatin,Antibiotic,Capsule,635 mg,Biogen Inc.,Fever,Prescription
Ibuprocillin,Antiseptic,Capsule,708 mg,Biogen Inc.,Fungus,Over-the-Counter
Amoximycin,Antiviral,Injection,660 mg,Bayer AG,Diabetes,Prescription
Ibupromycin,Analgesic,Cream,172 mg,Pfizer Inc.,Depression,Prescription
Amoximycin,Analgesic,Inhaler,226 mg,Amgen Inc.,Diabetes,Over-the-Counter
Metocillin,Analgesic,Drops,566 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dextrovir,Antifungal,Injection,277 mg,Biogen Inc.,Virus,Prescription
Metoprofen,Antifungal,Inhaler,778 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Amoxiphen,Analgesic,Syrup,183 mg,"Merck & Co., Inc.",Infection,Prescription
Cefnazole,Antiseptic,Capsule,69 mg,CSL Limited,Virus,Over-the-Counter
Dolomet,Analgesic,Tablet,540 mg,Novo Nordisk A/S,Diabetes,Prescription
Dolocillin,Antifungal,Cream,622 mg,Eli Lilly and Company,Fever,Prescription
Dextrophen,Antidepressant,Drops,375 mg,AbbVie Inc.,Fever,Prescription
Acetomycin,Antibiotic,Inhaler,498 mg,Biogen Inc.,Fungus,Over-the-Counter
Amoxicillin,Antidiabetic,Syrup,641 mg,Amgen Inc.,Fever,Prescription
Ibupromycin,Antidiabetic,Drops,989 mg,Novo Nordisk A/S,Fever,Prescription
Amoxistatin,Antidiabetic,Injection,30 mg,"Gilead Sciences, Inc.",Virus,Prescription
Metophen,Antidepressant,Injection,109 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Metophen,Antiviral,Tablet,794 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Acetostatin,Antibiotic,Inhaler,56 mg,Amgen Inc.,Diabetes,Over-the-Counter
Ibupromet,Antiseptic,Syrup,720 mg,AstraZeneca plc,Depression,Over-the-Counter
Metophen,Analgesic,Cream,374 mg,"Gilead Sciences, Inc.",Pain,Prescription
Ibupronazole,Antiviral,Cream,757 mg,Sanofi S.A.,Pain,Over-the-Counter
Metostatin,Antibiotic,Inhaler,366 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Dextronazole,Antibiotic,Injection,533 mg,Amgen Inc.,Virus,Over-the-Counter
Dextrovir,Antidiabetic,Cream,553 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dextromycin,Antiviral,Capsule,783 mg,AstraZeneca plc,Depression,Over-the-Counter
Clarivir,Analgesic,Drops,860 mg,Eli Lilly and Company,Infection,Over-the-Counter
Dextrophen,Antipyretic,Drops,980 mg,Biogen Inc.,Pain,Prescription
Dolomycin,Antiviral,Capsule,726 mg,Novartis AG,Pain,Prescription
Ibupromycin,Analgesic,Injection,103 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Amoximycin,Antiseptic,Syrup,488 mg,Bayer AG,Infection,Over-the-Counter
Acetomycin,Antidepressant,Cream,33 mg,Novartis AG,Fever,Prescription
Dolomycin,Antidepressant,Drops,854 mg,Johnson & Johnson,Fungus,Prescription
Claricillin,Antibiotic,Drops,956 mg,CSL Limited,Fungus,Over-the-Counter
Ibuproprofen,Antiviral,Drops,579 mg,Sanofi S.A.,Fungus,Prescription
Dextronazole,Analgesic,Ointment,742 mg,Novo Nordisk A/S,Diabetes,Prescription
Cefmycin,Antibiotic,Injection,208 mg,Amgen Inc.,Wound,Over-the-Counter
Claristatin,Antipyretic,Inhaler,646 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Cefphen,Antiviral,Tablet,817 mg,Eli Lilly and Company,Diabetes,Prescription
Amoxinazole,Antibiotic,Tablet,201 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dextronazole,Antibiotic,Tablet,481 mg,Eli Lilly and Company,Wound,Prescription
Amoxivir,Antidiabetic,Tablet,75 mg,Biogen Inc.,Fungus,Over-the-Counter
Acetonazole,Antibiotic,Syrup,479 mg,Novartis AG,Fever,Over-the-Counter
Acetovir,Antiseptic,Cream,640 mg,Eli Lilly and Company,Wound,Prescription
Dextrocillin,Antiseptic,Inhaler,834 mg,Roche Holding AG,Wound,Prescription
Dextromet,Antiseptic,Injection,821 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Dextroprofen,Antifungal,Inhaler,223 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dolonazole,Antidepressant,Injection,189 mg,CSL Limited,Virus,Prescription
Ibuprostatin,Antiseptic,Injection,187 mg,Roche Holding AG,Depression,Over-the-Counter
